Tempo,Euler-Ct,Euler-Nt,Runge-Kutta-Ct,Runge-Kutta-Nt,Adams_Bashforth-Ct,Adams_Bashforth-Nt,Adams_Bash_Moulton-Ct,Adams_Bash_Moulton-Nt,Analítica - Ct,Analítica - Nt
115.5,90210093.43982756,148951544.3917941,90210158.9944276,148951651.49998224,58777308.728746794,99377161.46113327,90210103.75568496,148951561.24664173,90210158.99434657,148951651.49984983
116.0,90210081.12806678,148951524.27588478,90210144.32091911,148951627.52526638,58624723.16034776,99135231.6099672,90210091.28006504,148951540.86300662,90210144.32084095,148951627.52513868
116.5,90210069.31618872,148951504.9767226,90210130.23125231,148951604.50447637,58472137.591948725,98893301.75880113,90210079.30083527,148951521.29041225,90210130.23117696,148951604.50435323
117.0,90210057.9838971,148951486.46114594,90210116.70219685,148951582.3996566,58319552.02354969,98651371.90763506,90210067.79824485,148951502.49658823,90210116.70212416,148951582.39953786
117.5,90210047.11171974,148951468.69733962,90210103.71144664,148951561.1743617,58166966.45515066,98409442.056469,90210056.7533289,148951484.4505482,90210103.71137656,148951561.1742472
118.0,90210036.68097505,148951451.65478024,90210091.23758315,148951540.79359642,58014380.88675162,98167512.20530292,90210046.14787708,148951467.12253875,90210091.23751558,148951540.793486
118.5,90210026.67373997,148951435.3041837,90210079.26004007,148951521.2237579,57861795.31835259,97925582.35413685,90210035.96440363,148951450.48399028,90210079.25997491,148951521.22365144
119.0,90210017.07281914,148951419.61745486,90210067.7590694,148951502.43258032,57709209.74995355,97683652.50297078,90210026.18611853,148951434.50746995,90210067.75900657,148951502.43247765
119.5,90210007.86171538,148951404.56763935,90210056.71570887,148951484.3890817,57556624.18155452,97441722.65180472,90210016.79689981,148951419.16663644,90210056.7156483,148951484.38898268
120.0,90209999.02460128,148951390.1288772,90210046.11175072,148951467.0635127,57404038.613155484,97199792.80063865,90210007.78126699,148951404.43619654,90210046.1116923,148951467.06341723
120.5,90209990.54629213,148951376.27635837,90210035.92971164,148951450.4273078,57251453.04475645,96957862.94947258,90209999.12435552,148951390.2918634,90210035.9296553,148951450.42721575
121.0,90209982.4122197,148951362.98628017,90210026.15280396,148951434.453038,57098867.476357415,96715933.0983065,90209990.81189233,148951376.71031654,90210026.15274963,148951434.45294926
121.5,90209974.60840729,148951350.23580638,90210016.76490796,148951419.11436567,56946281.90795838,96474003.24714044,90209982.8301722,148951363.66916335,90210016.7648556,148951419.1142801
122.0,90209967.12144563,148951338.00302795,90210007.75054535,148951404.38600114,56793696.33955935,96232073.39597437,90209975.16603525,148951351.1469022,90210007.75049485,148951404.38591862
122.5,90209959.93846996,148951326.2669254,90209999.09485367,148951390.24366096,56641110.77116031,95990143.5448083,90209967.80684525,148951339.122887,90209999.09480497,148951390.24358138
123.0,90209953.04713783,148951315.00733265,90209990.7835618,148951376.66402793,56488525.20276128,95748213.69364223,90209960.7404687,148951327.5772931,90209990.78351487,148951376.66395122
123.5,90209946.4356079,148951304.20490244,90209982.8029665,148951363.6247126,56335939.63436224,95506283.84247616,90209953.9552549,148951316.49108472,90209982.80292125,148951363.62463865
124.0,90209940.09251961,148951293.841073,90209975.13990974,148951351.1042163,56183354.06596321,95264353.99131009,90209947.44001673,148951305.84598348,90209975.13986611,148951351.104145
124.5,90209934.00697371,148951283.8980363,90209967.78175703,148951339.08189592,56030768.497564174,95022424.14014402,90209941.18401217,148951295.6244382,90209967.78171496,148951339.08182716
125.0,90209928.16851345,148951274.35870725,90209960.71637659,148951327.53792956,55878182.92916514,94780494.28897795,90209935.17692663,148951285.8095961,90209960.71633603,148951327.53786328
125.5,90209922.56710663,148951265.2066945,90209953.93211935,148951316.45328408,55725597.360766105,94538564.43781188,90209929.40885592,148951276.38527495,90209953.93208025,148951316.4532202
126.0,90209917.19312842,148951256.42627224,90209947.41779976,148951305.80968365,55573011.79236707,94296634.58664581,90209923.8702899,148951267.33593637,90209947.41776207,148951305.80962205
126.5,90209912.03734472,148951248.0023531,90209941.1626773,148951295.5895796,55420426.22396804,94054704.73547974,90209918.55209687,148951258.64666027,90209941.16264097,148951295.58952025
127.0,90209907.09089641,148951239.92046234,90209935.15643884,148951285.77612153,55267840.655569,93812774.88431367,90209913.44550845,148951250.30312017,90209935.15640382,148951285.7760643
127.5,90209902.34528403,148951232.1667129,90209929.38918157,148951276.35312945,55115255.08716997,93570845.0331476,90209908.54210514,148951242.29155964,90209929.38914782,148951276.3530743
128.0,90209897.79235324,148951224.7277816,90209923.85139671,148951267.30506718,54962669.51877093,93328915.18198153,90209903.83380242,148951234.59876963,90209923.85136417,148951267.305014
128.5,90209893.42428078,148951217.59088612,90209918.53395382,148951258.6170167,54810083.9503719,93086985.33081546,90209899.3128375,148951227.21206662,90209918.53392245,148951258.61696544
129.0,90209889.233561,148951210.7437632,90209913.42808573,148951250.27465358,54657498.381972864,92845055.4796494,90209894.97175641,148951220.11927179,90209913.4280555,148951250.27460417
129.5,90209885.21299303,148951204.17464754,90209908.52537416,148951242.2642233,54504912.81357383,92603125.62848333,90209890.80340181,148951213.30869085,90209908.52534503,148951242.26417568
130.0,90209881.35566835,148951197.87225142,90209903.81773575,148951234.57251868,54352327.245174795,92361195.77731726,90209886.8009011,148951206.76909488,90209903.81770766,148951234.57247275
130.5,90209877.65495896,148951191.8257455,90209899.29740874,148951227.18685794,54199741.67677576,92119265.92615119,90209882.95765516,148951200.4897017,90209899.29738167,148951227.18681368
131.0,90209874.10450596,148951186.0247401,90209894.95694025,148951220.09506398,54047156.10837673,91877336.07498512,90209879.26732743,148951194.4601581,90209894.95691416,148951220.09502134
131.5,90209870.6982086,148951180.4592674,90209890.78917392,148951213.2854442,53894570.53997769,91635406.22381905,90209875.72383347,148951188.67052293,90209890.78914876,148951213.2854031
132.0,90209867.43021393,148951175.1197643,90209886.78723812,148951206.74677122,53741984.97157866,91393476.37265298,90209872.32133093,148951183.1112505,90209886.78721388,148951206.7467316
132.5,90209864.2949065,148951169.99705595,90209882.94453466,148951200.46826437,53589399.40317962,91151546.52148691,90209869.05420995,148951177.7731749,90209882.9445113,148951200.4682262
133.0,90209861.286899,148951165.08234006,90209879.25472786,148951194.43957195,53436813.83478059,90909616.67032084,90209865.91708383,148951172.64749503,90209879.25470534,148951194.43953514
133.5,90209858.40102276,148951160.3671717,90209875.71173415,148951188.65075412,53284228.266381554,90667686.81915477,90209862.90478024,148951167.7257599,90209875.71171245,148951188.65071866
134.0,90209855.632319,148951155.84344885,90209872.30971201,148951183.0922666,53131642.69798252,90425756.9679887,90209860.01233265,148951162.99985477,90209872.30969109,148951183.0922324
134.5,90209852.97603029,148951151.50339842,90209869.04305235,148951177.75494474,52979057.129583485,90183827.11682263,90209857.23497213,148951158.46198782,90209869.04303218,148951177.7549118
135.0,90209850.42759234,148951147.33956292,90209865.90636922,148951172.6299887,52826471.56118445,89941897.26565656,90209854.56811951,148951154.10467723,90209865.90634981,148951172.62995696
135.5,90209847.9826262,148951143.3447877,90209862.89449106,148951167.70894864,52673885.99278542,89699967.41449049,90209852.00737779,148951149.92073885,90209862.89447235,148951167.70891806
136.0,90209845.6369307,148951139.5122085,90209860.002452,148951162.983711,52521300.42438638,89458037.56332442,90209849.54852495,148951145.90327442,90209860.00243397,148951162.98368153
136.5,90209843.38647524,148951135.83523986,90209857.22548379,148951158.44648504,52368714.85598735,89216107.71215835,90209847.18750693,148951142.04566017,90209857.2254664,148951158.4464566
137.0,90209841.22739287,148951132.3075637,90209854.55900788,148951154.08978996,52216129.28758831,88974177.86099228,90209844.92043105,148951138.3415358,90209854.55899113,148951154.08976254
137.5,90209839.15597367,148951128.9231184,90209851.99862793,148951149.90644267,52063543.71918928,88732248.00982621,90209842.74355942,148951134.78479418,90209851.99861178,148951149.90641627
138.0,90209837.16865835,148951125.67608854,90209849.5401225,148951145.8895459,51910958.150790244,88490318.15866014,90209840.65330294,148951131.3695711,90209849.54010694,148951145.88952044
138.5,90209835.26203209,148951122.56089473,90209847.17943811,148951142.03247672,51758372.58239121,88248388.30749407,90209838.64621529,148951128.09023568,90209847.17942311,148951142.03245217
139.0,90209833.43281874,148951119.57218418,90209844.9126826,148951138.3288758,51605787.013992175,88006458.456328,90209836.71898729,148951124.94138113,90209844.91266814,148951138.32885218
139.5,90209831.67787522,148951116.7048214,90209842.73611863,148951134.77263683,51453201.44559314,87764528.60516194,90209834.8684414,148951121.91781577,90209842.73610468,148951134.77261403
140.0,90209829.99418601,148951113.95387945,90209840.64615758,148951131.35789645,51300615.87719411,87522598.75399587,90209833.09152655,148951119.0145545,90209840.64614415,148951131.35787448
140.5,90209828.37885804,148951111.31463134,90209838.63935363,148951128.07902455,51148030.30879507,87280668.9028298,90209831.38531302,148951116.22681057,90209838.63934068,148951128.0790034
141.0,90209826.82911569,148951108.78254214,90209836.71239807,148951124.93061516,50995444.74039604,87038739.05166373,90209829.74698772,148951113.54998767,90209836.7123856,148951124.93059474
141.5,90209825.34229606,148951106.35326093,90209834.8621138,148951121.90747726,50842859.171997,86796809.20049766,90209828.17384945,148951110.97967237,90209834.86210178,148951121.9074576
142.0,90209823.91584435,148951104.02261353,90209833.08545019,148951119.00462648,50690273.60359797,86554879.34933159,90209826.66330448,148951108.5116269,90209833.0854386,148951119.00460753
142.5,90209822.54730949,148951101.78659517,90209831.37947793,148951116.21727672,50537688.035198934,86312949.49816552,90209825.2128623,148951106.14178202,90209831.37946676,148951116.21725848
143.0,90209821.23433995,148951099.64136374,90209829.7413843,148951113.54083237,50385102.4667999,86071019.64699945,90209823.8201315,148951103.86623046,90209829.74137354,148951113.5408148
143.5,90209819.97467968,148951097.58323312,90209828.1684685,148951110.9708806,50232516.898400865,85829089.79583338,90209822.4828158,148951101.6812204,90209828.16845813,148951110.9708636
144.0,90209818.76616418,148951095.6086668,90209826.65813719,148951108.5031842,50079931.33000183,85587159.94466731,90209821.19871032,148951099.5831493,90209826.65812719,148951108.50316784
144.5,90209817.6067169,148951093.71427193,90209825.20790018,148951106.13367453,49927345.7616028,85345230.09350124,90209819.96569788,148951097.56855798,90209825.20789054,148951106.13365877
145.0,90209816.49434555,148951091.89679337,90209823.8153664,148951103.85844487,49774760.19320376,85103300.24233517,90209818.78174555,148951095.63412485,90209823.81535712,148951103.8584297
145.5,90209815.42713875,148951090.15310815,90209822.47823991,148951101.67374393,49622174.62480473,84861370.3911691,90209817.64490128,148951093.77666053,90209822.47823097,148951101.6737293
146.0,90209814.40326272,148951088.48022014,90209821.19431612,148951099.5759697,49469589.05640569,84619440.54000303,90209816.55329068,148951091.99310252,90209821.19430749,148951099.5759556
146.5,90209813.42095816,148951086.8752548,90209819.96147814,148951097.56166342,49317003.48800666,84377510.68883696,90209815.50511399,148951090.28051016,90209819.96146984,148951097.56164986
147.0,90209812.4785372,148951085.33545434,90209818.77769335,148951095.62750405,49164417.919607624,84135580.83767089,90209814.498643,148951088.63605982,90209818.77768534,148951095.62749097
147.5,90209811.57438044,148951083.85817295,90209817.64100996,148951093.7703026,49011832.35120859,83893650.98650482,90209813.53221829,148951087.0570402,90209817.64100225,148951093.77029
148.0,90209810.7069343,148951082.4408722,90209816.54955387,148951091.986997,48859246.782809556,83651721.13533875,90209812.6042465,148951085.54084793,90209816.54954645,148951091.9869849
148.5,90209809.87470827,148951081.08111677,90209815.50152554,148951090.2746471,48706661.21441052,83409791.28417268,90209811.71319759,148951084.08498314,90209815.5015184,148951090.2746354
149.0,90209809.07627231,148951079.77657017,90209814.49519703,148951088.63042954,48554075.64601149,83167861.43300661,90209810.85760246,148951082.68704548,90209814.49519016,148951088.6304183
149.5,90209808.31025448,148951078.52499086,90209813.52890915,148951087.05163348,48401490.07761245,82925931.58184054,90209810.03605045,148951081.34473014,90209813.52890253,148951087.05162266
150.0,90209807.57533854,148951077.32422823,90209812.60106874,148951085.5356559,48248904.50921342,82684001.73067448,90209809.24718703,148951080.05582392,90209812.60106236,148951085.53564543
150.5,90209806.8702617,148951076.172219,90209811.71014601,148951084.07999724,48096318.94081438,82442071.8795084,90209808.48971155,148951078.81820175,90209811.71013986,148951084.0799872
151.0,90209806.19381243,148951075.06698373,90209810.85467204,148951082.68225756,47943733.37241535,82200142.02834234,90209807.76237513,148951077.6298231,90209810.85466613,148951082.6822479
151.5,90209805.54482836,148951074.00662327,90209810.0332364,148951081.3401323,47791147.804016314,81958212.17717627,90209807.06397855,148951076.4887286,90209810.03323069,148951081.34012297
152.0,90209804.92219439,148951072.98931563,90209809.24448471,148951080.05140862,47638562.23561728,81716282.3260102,90209806.39337035,148951075.39303693,90209809.24447921,148951080.05139965
152.5,90209804.32484064,148951072.01331276,90209808.48711652,148951078.81396174,47485976.667218246,81474352.47484413,90209805.74944484,148951074.34094155,90209808.48711123,148951078.8139531
153.0,90209803.75174068,148951071.0769376,90209807.75988312,148951077.62575144,47333391.09881921,81232422.62367806,90209805.13114038,148951073.3307078,90209807.75987802,148951077.62574315
153.5,90209803.20190975,148951070.17858118,90209807.06158549,148951076.48481864,47180805.53042018,80990492.77251199,90209804.53743753,148951072.36067003,90209807.06158058,148951076.48481065
154.0,90209802.67440307,148951069.3166999,90209806.3910723,148951075.3892822,47028219.96202114,80748562.92134592,90209803.96735741,148951071.42922893,90209806.39106758,148951075.3892745
154.5,90209802.16831425,148951068.48981273,90209805.74723804,148951074.33733588,46875634.39362211,80506633.07017985,90209803.41996011,148951070.53484878,90209805.74723351,148951074.3373285
155.0,90209801.68277368,148951067.6964989,90209805.1290212,148951073.3272453,46723048.82522307,80264703.21901378,90209802.8943431,148951069.67605492,90209805.12901683,148951073.32723814
155.5,90209801.21694705,148951066.93539524,90209804.53540248,148951072.357345,46570463.25682404,80022773.36784771,90209802.38963975,148951068.8514315,90209804.53539827,148951072.3573381
156.0,90209800.77003393,148951066.20519394,90209803.96540317,148951071.42603594,46417877.688425004,79780843.51668164,90209801.90501796,148951068.05961883,90209803.9653991,148951071.4260293
156.5,90209800.3412664,148951065.5046403,90209803.41808346,148951070.53178254,46265292.12002597,79538913.66551557,90209801.4396787,148951067.29931146,90209803.41807954,148951070.53177616
157.0,90209799.92990771,148951064.8325306,90209802.89254095,148951069.67311046,46112706.551626936,79296983.8143495,90209800.99285473,148951066.56925583,90209802.89253718,148951069.6731043
157.5,90209799.53525102,148951064.1877099,90209802.38790916,148951068.8486039,45960120.9832279,79055053.96318343,90209800.56380937,148951065.86824822,90209802.38790552,148951068.84859794
158.0,90209799.15661822,148951063.56907025,90209801.90335608,148951068.0569035,45807535.41482887,78813124.11201736,90209800.1518352,148951065.19513288,90209801.90335257,148951068.0568978
158.5,90209798.79335868,148951062.97554862,90209801.43808278,148951067.29670396,45654949.84642983,78571194.2608513,90209799.75625299,148951064.54880002,90209801.43807942,148951067.29669842
159.0,90209798.44484821,148951062.40612522,90209800.99132219,148951066.56675187,45502364.2780308,78329264.40968522,90209799.37641053,148951063.92818397,90209800.99131894,148951066.56674653
159.5,90209798.11048798,148951061.85982156,90209800.56233768,148951065.86584368,45349778.70963176,78087334.55851915,90209799.01168156,148951063.3322615,90209800.56233454,148951065.86583856
160.0,90209797.78970346,148951061.33569893,90209800.15042195,148951065.19282383,45197193.14123273,77845404.70735309,90209798.66146472,148951062.7600501,90209800.15041892,148951065.19281888
160.5,90209797.48194346,148951060.83285677,90209799.75489587,148951064.54658264,45044607.572833695,77603474.85618702,90209798.3251826,148951062.21060628,90209799.75489295,148951064.54657787
161.0,90209797.18667912,148951060.35043103,90209799.3751073,148951063.92605463,44892022.00443466,77361545.00502095,90209798.00228076,148951061.6830242,90209799.37510449,148951063.92605004
161.5,90209796.90340315,148951059.88759276,90209799.01043007,148951063.3302167,44739436.436035626,77119615.15385488,90209797.69222678,148951061.17643398,90209799.01042737,148951063.3302123
162.0,90209796.63162875,148951059.44354668,90209798.66026291,148951062.75808647,44586850.86763659,76877685.3026888,90209797.3945095,148951060.69000039,90209798.66026032,148951062.7580822
162.5,90209796.37088895,148951059.0175298,90209798.3240285,148951062.20872062,44434265.29923756,76635755.45152274,90209797.10863802,148951060.2229214,90209798.32402602,148951062.20871654
163.0,90209796.12073572,148951058.60881004,90209798.00117248,148951061.6812134,44281679.73083852,76393825.60035667,90209796.83414103,148951059.77442694,90209798.00117007,148951061.68120947
163.5,90209795.88073921,148951058.21668515,90209797.69116251,148951061.17469507,44129094.16243949,76151895.7491906,90209796.57056595,148951059.34377754,90209797.69116019,148951061.17469126
164.0,90209795.65048707,148951057.84048134,90209797.39348747,148951060.68833053,43976508.59404045,75909965.89802453,90209796.31747821,148951058.93026316,90209797.39348525,148951060.68832687
164.5,90209795.42958364,148951057.47955218,90209797.10765658,148951060.22131786,43823923.02564142,75668036.04685846,90209796.07446054,148951058.53320205,90209797.10765442,148951060.22131434
165.0,90209795.21764933,148951057.13327748,90209796.83319856,148951059.77288708,43671337.457242385,75426106.19569239,90209795.84111224,148951058.1519395,90209796.83319649,148951059.77288365
165.5,90209795.01431999,148951056.80106223,90209796.5696609,148951059.34229884,43518751.88884335,75184176.34452632,90209795.6170486,148951057.78584698,90209796.5696589,148951059.34229556
166.0,90209794.81924623,148951056.4823356,90209796.31660911,148951058.92884317,43366166.320444316,74942246.49336025,90209795.40190019,148951057.43432084,90209796.31660718,148951058.92883998
166.5,90209794.63209286,148951056.17654994,90209796.07362594,148951058.53183845,43213580.75204528,74700316.64219418,90209795.19531228,148951057.0967815,90209796.07362409,148951058.53183538
167.0,90209794.45253831,148951055.88317978,90209795.8403108,148951058.15063006,43060995.18364625,74458386.79102811,90209794.99694426,148951056.77267244,90209795.84030901,148951058.1506271
167.5,90209794.28027405,148951055.60172108,90209795.61627898,148951057.7845895,42908409.61524721,74216456.93986204,90209794.80646908,148951056.4614593,90209795.61627725,148951057.78458667
168.0,90209794.11500406,148951055.33169016,90209795.40116112,148951057.43311328,42755824.04684818,73974527.08869597,90209794.62357268,148951056.16262898,90209795.40115947,148951057.43311056
168.5,90209793.95644438,148951055.07262304,90209795.19460256,148951057.09562188,42603238.47844914,73732597.2375299,90209794.44795349,148951055.87568876,90209795.19460095,148951057.09561923
169.0,90209793.80432254,148951054.8240746,90209794.99626273,148951056.77155888,42450652.91005011,73490667.38636383,90209794.279322,148951055.60016555,90209794.99626118,148951056.77155632
169.5,90209793.65837717,148951054.58561772,90209794.8058146,148951056.46038994,42298067.341651075,73248737.53519776,90209794.11740015,148951055.33560506,90209794.8058131,148951056.4603875
170.0,90209793.51835747,148951054.3568427,90209794.62294416,148951056.16160205,42145481.77325204,73006807.6840317,90209793.96192098,148951055.08157113,90209794.62294273,148951056.16159973
170.5,90209793.38402286,148951054.1373564,90209794.44734994,148951055.8747026,41992896.204853006,72764877.83286563,90209793.81262814,148951054.8376449,90209794.44734856,148951055.87470034
171.0,90209793.25514252,148951053.92678168,90209794.2787424,148951055.59921855,41840310.63645397,72522947.98169956,90209793.66927548,148951054.60342422,90209794.27874108,148951055.59921637
171.5,90209793.13149497,148951053.72475675,90209794.11684357,148951055.33469567,41687725.06805494,72281018.13053349,90209793.53162666,148951054.3785229,90209794.11684228,148951055.33469358
172.0,90209793.01286778,148951053.53093442,90209793.96138649,148951055.08069783,41535139.4996559,72039088.27936742,90209793.39945471,148951054.16257015,90209793.96138526,148951055.0806958
172.5,90209792.89905709,148951053.3449817,90209793.81211486,148951054.8368063,41382553.93125687,71797158.42820135,90209793.27254175,148951053.95520988,90209793.81211369,148951054.83680436
173.0,90209792.78986734,148951053.16657904,90209793.66878259,148951054.6026189,41229968.36285783,71555228.57703528,90209793.15067849,148951053.75610024,90209793.66878146,148951054.60261703
173.5,90209792.68511093,148951052.9954199,90209793.53115334,148951054.37774956,41077382.7944588,71313298.72586921,90209793.03366402,148951053.56491295,90209793.53115225,148951054.37774777
174.0,90209792.58460784,148951052.83121014,90209793.39900018,148951054.1618275,40924797.226059765,71071368.87470314,90209792.92130543,148951053.38133276,90209793.39899914,148951054.16182578
174.5,90209792.48818538,148951052.67366764,90209793.27210526,148951053.95449674,40772211.65766073,70829439.02353707,90209792.81341745,148951053.205057,90209793.27210425,148951053.95449507
175.0,90209792.39567786,148951052.5225217,90209793.15025935,148951053.7554154,40619626.089261696,70587509.172371,90209792.7098222,148951053.03579506,90209793.15025836,148951053.7554138
175.5,90209792.30692634,148951052.3775126,90209793.03326152,148951053.5642553,40467040.52086266,70345579.32120493,90209792.61034888,148951052.87326786,90209793.03326057,148951053.56425375
176.0,90209792.22177833,148951052.23839116,90209792.9209189,148951053.3807012,40314454.95246363,70103649.47003886,90209792.5148335,148951052.7172074,90209792.92091799,148951053.38069972
176.5,90209792.14008749,148951052.10491833,90209792.81304626,148951053.20445055,40161869.38406459,69861719.61887279,90209792.42311855,148951052.5673564,90209792.8130454,148951053.20444912
177.0,90209792.06171346,148951051.97686478,90209792.70946576,148951053.0352127,40009283.81566556,69619789.76770672,90209792.33505283,148951052.42346781,90209792.70946492,148951053.0352113
177.5,90209791.98652159,148951051.85401046,90209792.6100066,148951052.87270862,39856698.24726652,69377859.91654065,90209792.25049114,148951052.28530437,90209792.6100058,148951052.87270728
178.0,90209791.91438265,148951051.73614427,90209792.5145048,148951052.71667036,39704112.67886749,69135930.06537458,90209792.16929407,148951052.1526383,90209792.51450402,148951052.71666905
178.5,90209791.8451727,148951051.6230637,90209792.42280291,148951052.5668407,39551527.110468455,68894000.21420851,90209792.09132773,148951052.02525082,90209792.42280217,148951052.5668395
179.0,90209791.77877283,148951051.51457444,90209792.33474973,148951052.4229726,39398941.54206942,68652070.36304244,90209792.01646356,148951051.90293196,90209792.334749,148951052.4229714
179.5,90209791.71506892,148951051.41049007,90209792.25020008,148951052.2848288,39246355.973670386,68410140.51187637,90209791.94457817,148951051.78548002,90209792.25019938,148951052.28482768
180.0,90209791.65395153,148951051.31063172,90209792.16901456,148951052.15218163,39093770.40527135,68168210.6607103,90209791.87555301,148951051.67270136,90209792.16901389,148951052.15218052
180.5,90209791.59531564,148951051.21482784,90209792.09105933,148951052.0248123,38941184.83687232,67926280.80954424,90209791.80927429,148951051.56441003,90209792.09105867,148951052.02481124
181.0,90209791.53906046,148951051.12291378,90209792.01620583,148951051.90251088,38788599.26847328,67684350.95837817,90209791.7456327,148951051.4604275,90209792.0162052,148951051.90250984
181.5,90209791.48508936,148951051.03473163,90209791.94433068,148951051.78507566,38636013.70007425,67442421.1072121,90209791.68452333,148951051.3605823,90209791.94433007,148951051.78507465
182.0,90209791.43330961,148951050.95012984,90209791.87531534,148951051.67231306,38483428.13167521,67200491.25604603,90209791.62584545,148951051.2647098,90209791.87531476,148951051.6723121
182.5,90209791.38363221,148951050.86896306,90209791.80904604,148951051.56403714,38330842.56327618,66958561.40487996,90209791.56950228,148951051.17265198,90209791.80904548,148951051.56403622
183.0,90209791.33597183,148951050.79109183,90209791.74541353,148951051.46006942,38178256.994877145,66716631.55371389,90209791.51540095,148951051.08425704,90209791.74541299,148951051.46006852
183.5,90209791.29024655,148951050.71638232,90209791.68431288,148951051.36023843,38025671.42647811,66474701.70254782,90209791.46345223,148951050.99937922,90209791.68431236,148951051.36023757
184.0,90209791.24637781,148951050.64470616,90209791.62564334,148951051.26437962,37873085.858079076,66232771.85138175,90209791.41357052,148951050.91787857,90209791.62564285,148951051.2643788
184.5,90209791.20429023,148951050.57594022,90209791.56930822,148951051.1723349,37720500.28968004,65990842.00021568,90209791.36567353,148951050.83962074,90209791.56930773,148951051.1723341
185.0,90209791.16391149,148951050.5099663,90209791.51521459,148951051.08395255,37567914.72128101,65748912.14904961,90209791.3196823,148951050.76447672,90209791.51521412,148951051.08395174
185.5,90209791.12517223,148951050.44667107,90209791.46327329,148951050.99908683,37415329.15288197,65506982.29788354,90209791.27552101,148951050.69232258,90209791.46327282,148951050.99908605
186.0,90209791.08800584,148951050.38594574,90209791.41339865,148951050.9175978,37262743.58448294,65265052.44671747,90209791.23311684,148951050.62303936,90209791.41339822,148951050.91759706
186.5,90209791.05234848,148951050.32768598,90209791.3655085,148951050.83935112,37110158.0160839,65023122.5955514,90209791.19239989,148951050.55651283,90209791.36550806,148951050.8393504
187.0,90209791.01813889,148951050.2717917,90209791.31952383,148951050.7642178,36957572.44768487,64781192.74438533,90209791.15330301,148951050.4926333,90209791.31952341,148951050.7642171
187.5,90209790.98531827,148951050.21816683,90209791.27536882,148951050.69207394,36804986.879285835,64539262.89321926,90209791.11576174,148951050.43129548,90209791.27536842,148951050.6920733
188.0,90209790.95383024,148951050.16671926,90209791.2329707,148951050.6228006,36652401.3108868,64297333.04205319,90209791.0797142,148951050.37239823,90209791.23297031,148951050.62279993
188.5,90209790.9236207,148951050.11736056,90209791.19225955,148951050.55628356,36499815.742487766,64055403.19088712,90209791.04510094,148951050.31584442,90209791.19225918,148951050.5562829
189.0,90209790.89463772,148951050.07000592,90209791.15316825,148951050.49241316,36347230.17408873,63813473.339721054,90209791.01186492,148951050.26154083,90209791.15316789,148951050.49241254
189.5,90209790.86683151,148951050.02457398,90209791.11563234,148951050.4310841,36194644.6056897,63571543.488554984,90209790.97995132,148951050.2093979,90209791.115632,148951050.4310835
190.0,90209790.84015429,148951049.98098665,90209791.07958995,148951050.37219524,36042059.03729066,63329613.637388915,90209790.94930752,148951050.1593297,90209791.0795896,148951050.37219468
190.5,90209790.8145602,148951049.93916908,90209791.04498164,148951050.3156495,35889473.46889163,63087683.786222845,90209790.919883,148951050.11125365,90209791.04498132,148951050.31564894
191.0,90209790.7900053,148951049.89904937,90209791.01175037,148951050.26135364,35736887.90049259,62845753.935056776,90209790.89162925,148951050.06509048,90209791.01175003,148951050.2613531
191.5,90209790.76644737,148951049.8605586,90209790.9798413,148951050.20921814,35584302.33209356,62603824.08389071,90209790.86449969,148951050.02076408,90209790.979841,148951050.20921764
192.0,90209790.74384594,148951049.82363063,90209790.94920187,148951050.15915707,35431716.763694525,62361894.23272464,90209790.83844957,148951049.9782014,90209790.94920157,148951050.15915656
192.5,90209790.72216219,148951049.78820202,90209790.91978154,148951050.11108786,35279131.19529549,62119964.38155857,90209790.81343596,148951049.9373322,90209790.91978125,148951050.11108738
193.0,90209790.70135882,148951049.7542119,90209790.89153181,148951050.06493127,35126545.626896456,61878034.5303925,90209790.78941761,148951049.89808917,90209790.89153154,148951050.0649308
193.5,90209790.68140014,148951049.72160184,90209790.86440611,148951050.0206112,34973960.05849742,61636104.67922643,90209790.76635493,148951049.86040756,90209790.86440586,148951050.02061075
194.0,90209790.6622518,148951049.6903158,90209790.83835971,148951049.97805458,34821374.49009839,61394174.82806036,90209790.74420989,148951049.82422525,90209790.83835946,148951049.97805414
194.5,90209790.64388093,148951049.66030008,90209790.81334968,148951049.93719125,34668788.92169935,61152244.97689429,90209790.72294594,148951049.7894826,90209790.81334943,148951049.9371908
195.0,90209790.62625596,148951049.63150302,90209790.78933476,148951049.8979538,34516203.35330032,60910315.12572822,90209790.70252807,148951049.75612232,90209790.78933452,148951049.8979534
195.5,90209790.6093466,148951049.6038752,90209790.76627536,148951049.86027756,34363617.78490128,60668385.27456215,90209790.68292262,148951049.7240894,90209790.76627512,148951049.86027718
196.0,90209790.5931238,148951049.5773691,90209790.74413347,148951049.82410043,34211032.21650225,60426455.42339608,90209790.66409725,148951049.69333106,90209790.74413325,148951049.82410005
196.5,90209790.57755966,148951049.55193922,90209790.72287259,148951049.78936273,34058446.648103215,60184525.57223001,90209790.64602092,148951049.66379654,90209790.72287236,148951049.78936234
197.0,90209790.56262746,148951049.52754185,90209790.70245764,148951049.7560072,33905861.07970418,59942595.72106394,90209790.62866382,148951049.63543716,90209790.70245743,148951049.75600684
197.5,90209790.54830155,148951049.50413504,90209790.68285497,148951049.72397885,33753275.511305146,59700665.86989787,90209790.61199734,148951049.60820615,90209790.68285477,148951049.72397852
